Bedrooms,Bathrooms,Size_sqft,Parking_space,Condition,Year,Price_INR
5,3,4568,1,4,2019,23156565
1,2,4603,1,5,2002,28997654
3,5,3793,1,2,1994,16203588
4,3,4922,1,1,1985,51989831
2,5,3247,1,1,1996,18057459
1,3,2361,0,4,2022,23608871
5,3,1057,0,5,2011,8241443
3,1,1494,0,5,2002,6203554
2,3,2097,0,2,1999,13517030
5,3,3205,0,3,2015,28893658
1,4,2396,1,1,2016,19294116
5,4,3979,1,5,2019,22474612
2,4,3518,1,2,2023,37272814
3,5,1544,0,3,2018,19505534
2,5,4337,1,5,2006,25972421
6,3,2088,0,5,2018,26425543
4,1,831,0,3,1997,5677078
5,2,2174,1,2,1985,11530193
6,5,1109,0,2,2021,9806464
5,1,3501,1,1,1984,30280896
4,3,1997,0,2,2016,17907137
3,4,1567,1,5,1988,13425394
2,5,2483,1,3,2023,27084204
4,3,3666,1,3,1985,22678699
4,3,523,0,4,2020,5790861
3,1,4887,1,3,1998,44806574
5,5,3137,0,3,2006,38637377
2,5,3070,0,1,2000,19728926
5,2,3843,0,5,2008,43416419
2,4,4385,1,5,2020,52137148
5,3,2053,1,4,1997,16314473
2,5,4835,0,1,1999,36845289
3,2,4570,0,1,2024,22777035
5,4,4785,1,3,1990,21200905
5,1,4433,1,2,2015,45663111
2,1,1580,1,4,2001,16693321
3,1,4938,1,4,1998,42098677
4,2,4852,0,3,2011,20662610
6,4,2176,1,2,2017,30584665
1,5,1343,1,5,2018,15740051
6,4,4945,0,3,2019,68625847
5,4,902,0,5,2014,5904304
1,2,2509,1,1,1983,11416321
5,3,2444,0,2,1997,27176295
1,2,3908,0,2,2015,19745142
2,1,4307,1,3,1994,24085092
5,5,3291,0,2,1989,19294316
2,5,3016,1,3,1990,25853068
2,5,734,1,4,2017,3422480
4,3,2807,0,5,2021,32472452
6,5,4464,1,2,2021,46803998
6,3,441,1,1,2008,6274295
3,1,623,1,4,2024,7366385
5,2,3944,0,3,2017,30391603
4,4,1916,0,2,2011,14503412
5,2,3377,0,4,1982,14750803
2,3,859,1,4,2017,9059298
4,4,690,0,1,1997,5887689
3,1,3633,0,2,2024,29252941
6,1,4795,0,1,1989,24466785
6,1,3746,0,3,1982,19784366
5,3,4887,0,3,1999,27179051
4,4,2122,1,2,2016,22413908
5,5,643,0,1,2022,6438559
2,5,1212,0,5,1994,7405193
1,1,4862,0,1,1998,17187930
3,4,2923,0,1,2001,16394796
1,4,3384,0,5,2008,26721593
3,3,1269,1,4,1988,13374928
6,1,1685,0,2,2014,21843688
4,1,4949,0,5,2005,32013576
6,4,3803,0,3,1996,45189756
2,4,2472,0,2,2016,21831446
5,5,1648,0,4,1996,10716928
5,4,1811,1,5,1995,17857464
5,5,3689,1,3,1992,14927369
5,3,2930,0,2,1992,34775004
4,3,3768,0,5,1992,37415487
1,2,3530,0,3,2019,40853194
1,5,1625,1,4,2011,15555229
4,1,1669,1,4,2004,13360071
5,1,992,0,1,1990,6216225
4,4,2027,0,5,2023,23182550
3,1,3597,1,5,1987,28505709
5,4,1215,1,1,2016,10343528
5,1,3086,1,3,1986,23255073
4,1,1492,0,1,2005,7242994
2,4,2051,1,4,1989,15054108
3,2,2824,0,5,1991,30912301
1,1,1670,1,2,2003,15477764
2,3,4324,0,4,2004,29964010
2,5,3916,1,2,1980,23067413
3,1,892,1,1,2020,3985290
3,1,1988,1,3,2012,12306336
1,4,3633,0,5,1981,22895139
6,1,4889,1,2,1986,43730041
6,4,4213,0,3,2001,26163091
1,4,4292,0,5,2017,55606227
1,2,1596,0,3,2019,19905115
6,4,4949,0,2,1984,37930712
6,3,445,1,5,2016,6123077
1,2,1332,0,2,1982,8810575
6,3,435,0,1,1995,4896555
4,4,4144,1,1,1998,50181152
1,4,2087,0,2,2021,13968968
6,5,2068,0,3,1992,19911941
3,5,1484,1,3,1998,11409975
6,4,2680,0,3,1985,25707089
4,2,4503,1,1,2020,51557638
5,2,2954,0,2,1987,29068646
1,4,1442,1,1,2001,11812913
3,3,3839,1,4,2001,45154083
3,1,3032,1,4,2015,27048626
1,2,2134,1,5,2000,11465618
3,1,3309,1,4,2015,16287783
1,5,3171,1,3,2016,29249586
1,4,3189,1,3,2024,32267621
2,1,1366,0,3,1992,12964495
4,1,1506,1,5,2018,11313758
4,1,525,0,3,1994,5171233
5,3,2141,0,1,1982,15737386
3,1,4280,1,1,2017,23209832
1,5,893,0,1,1982,8562275
1,5,1999,1,5,2008,16453556
2,1,523,0,1,2003,2564485
3,3,2882,0,2,2022,30702970
5,4,1243,0,2,2008,14530269
1,4,4810,1,3,2009,58815735
3,4,3671,0,2,1996,29638477
4,5,3883,1,1,2020,28526517
4,5,2678,1,5,1989,15071272
5,2,4840,1,3,1989,47979811
1,1,4062,0,1,2001,30903025
2,1,2730,0,3,1985,26316307
5,3,2177,0,1,1993,23556481
4,4,3113,0,4,1984,31714170
5,3,766,0,4,1987,6379240
2,3,878,1,5,2015,9910739
6,4,4737,1,1,2017,57472815
1,5,3857,1,1,1996,14370959
3,2,1545,1,4,2024,16487876
4,3,4958,1,1,1992,34652255
6,3,4313,1,3,2012,52881640
3,5,2797,1,5,2002,28696513
3,3,4581,0,1,1992,27545027
3,5,3369,1,3,2004,30119091
3,4,4714,0,2,2010,44321574
2,2,3464,1,2,2002,19121129
3,3,2656,1,4,2009,11334494
1,5,3650,1,2,1985,25235696
1,3,3989,0,2,2015,15717882
2,2,1415,1,2,2007,16474478
2,4,1241,1,3,2008,9527256
4,5,613,0,1,2011,4254731
2,3,682,0,2,1995,3030223
2,2,1750,1,3,1996,9600532
4,4,1620,1,4,2021,13393630
2,3,2355,0,3,2000,21954576
5,5,3190,1,2,2003,34597040
1,1,4448,1,5,2015,50989529
2,4,2075,1,5,2000,12447445
2,1,4493,1,4,1988,30472548
4,1,2342,1,3,2018,11431876
1,2,3498,1,5,1981,28261510
1,4,3060,1,4,2013,37827386
5,1,2377,0,1,2022,29651535
5,3,1513,0,2,1992,16011259
2,4,1712,1,4,2013,11606435
6,5,4501,0,1,1987,18808320
2,4,2793,1,5,1988,22976720
1,3,3711,0,4,2022,19333647
4,1,1287,1,3,1984,7368056
5,5,696,0,1,2014,3558782
1,4,3478,1,1,1993,25553245
3,3,2819,0,1,2004,24086893
5,3,656,1,3,1980,5099488
4,4,1202,0,2,2018,17273751
5,3,620,1,5,2001,3136780
5,3,4417,0,4,2011,30087320
4,5,3589,0,3,1985,34827293
3,3,473,1,2,1995,3074260
6,3,654,0,5,1980,6516399
1,4,4779,1,5,2002,29485970
3,1,4206,1,5,1996,25117106
1,3,4952,0,2,1985,24958287
2,2,3873,1,4,1990,18691025
5,5,2878,0,3,1981,26801049
4,1,2716,0,4,2008,33953247
3,4,1896,0,4,1993,17864962
4,5,4241,1,5,2009,44907597
3,4,1090,0,4,1999,7606786
1,5,4094,1,4,1984,33889472
6,4,3320,0,4,1990,36715817
6,2,1403,0,1,1990,12446403
2,3,759,0,1,1991,6318453
4,4,3178,0,1,1980,15825675
3,1,3460,0,3,1989,28084831
3,4,2714,0,2,1997,25752813
6,5,2867,0,2,2006,33641300
6,4,3236,0,4,1988,19069226
1,4,2043,0,1,1989,12546265
4,2,954,1,2,2016,11867835
5,4,741,1,5,2018,6670553
3,1,2275,0,1,2006,23987135
6,2,3148,1,3,1996,40315924
1,2,4943,0,1,2015,52911681
2,4,3626,1,2,1988,17909089
6,3,3224,0,5,2017,36369878
1,2,2661,1,1,1981,10182558
6,2,840,1,1,2008,9441278
6,4,4557,1,3,2024,70493349
2,2,2701,1,3,1995,11079908
5,5,4703,1,2,2000,25318773
5,3,2466,1,2,2000,28854136
4,4,2301,1,4,2001,28731975
5,5,2011,1,2,2009,25014245
3,4,2395,1,5,2020,23705035
6,5,4226,1,2,2011,31934897
5,3,1441,1,4,2001,12785115
3,3,1293,0,5,1987,12740379
3,1,2075,1,4,2019,10866859
6,2,3490,1,3,1989,37126671
6,3,4020,0,1,1980,34863985
5,1,2684,1,5,1995,29895830
4,4,2777,0,4,2018,37517467
1,5,2360,1,4,2024,29052692
6,4,2042,0,5,2002,28117317
3,3,3946,1,2,1992,30566728
6,1,4973,0,2,1998,37785067
5,4,1673,1,1,2010,12288294
6,2,3635,0,5,2019,35131609
1,2,1348,0,5,1990,13317077
6,4,1930,1,2,1989,21237926
4,4,4717,0,3,1993,24184293
4,3,3286,1,5,1997,37414571
1,3,4033,0,2,2005,33616196
2,1,2341,1,5,2014,28735557
2,1,2391,1,5,1985,9297079
3,1,2143,1,3,2004,21354783
6,1,1624,0,2,2007,15500932
2,4,2130,0,3,2024,24582584
3,4,732,0,4,2009,7586614
4,2,437,1,4,1990,2952770
5,5,1117,0,5,1994,8921759
1,4,2473,1,5,2023,22321151
6,1,3792,1,4,2012,53174754
1,5,1624,1,3,2005,8349545
1,1,1876,1,2,1986,16429160
4,5,1441,1,5,2008,15512142
5,1,2517,0,2,1982,25663775
1,3,3280,0,1,1991,15370350
6,3,4883,0,2,1996,45322312
3,3,3223,1,2,2005,21907534
4,1,3929,0,5,2003,48872174
3,2,3902,1,1,1993,41546319
6,4,3975,1,5,2005,23732190
3,2,3791,1,5,2010,28715139
5,4,4351,1,2,1993,41185015
2,5,4957,0,2,2009,28215975
2,5,586,0,1,1982,3570972
5,3,2623,1,4,1985,14990799
2,3,1828,1,5,1999,10318817
5,2,3800,0,2,1991,21532683
6,5,4181,0,4,2008,24793357
3,5,3179,0,4,1997,28291615
1,4,3120,1,4,2015,14708639
3,3,4021,1,1,2000,39617280
2,5,2468,0,3,1994,16194570
1,5,3292,0,4,2017,40807227
3,3,4817,0,2,1997,50515949
2,2,4723,0,3,2021,32133888
2,1,2127,1,5,1996,14983223
2,1,3844,1,3,2006,41567303
5,2,2839,0,5,1991,28576986
3,5,1459,0,5,2000,8908927
5,1,1378,0,1,1985,8546706
3,1,1557,0,1,2020,13643309
1,5,2588,0,4,2012,17438821
4,1,3158,1,3,2010,27378971
4,3,733,1,3,2023,5650364
3,3,1504,0,4,2014,18639972
2,2,1275,0,4,2016,13927197
4,2,1483,0,2,2023,19387155
3,5,983,1,2,2003,4599712
1,3,639,1,1,2010,3941840
2,5,3103,0,3,2017,17147939
5,1,4342,1,1,2012,24330397
4,2,4906,0,4,1980,34195524
3,1,1101,1,5,1994,5635022
4,5,2083,0,2,1981,21841356
3,4,1832,1,4,2001,9276483
1,2,1844,1,5,2007,8692637
1,2,4364,1,1,2012,28714228
3,4,1600,1,2,2006,15143634
3,4,4598,1,3,2004,25565886
5,2,4729,0,1,1986,42902963
4,4,3839,1,3,2018,47234608
1,1,2916,1,3,2023,28545249
1,5,1998,1,1,1981,9960862
3,5,1000,0,2,2024,8232511
1,4,2934,0,5,1985,9981711
1,1,3146,1,1,1982,14939757
6,3,2247,1,4,2024,31222176
5,2,2357,0,5,2003,25115629
1,1,2995,0,5,1993,23682448
1,1,1401,0,4,2006,12699639
5,2,1090,0,4,2001,13143660
4,2,1197,1,3,1993,12324445
5,2,3394,1,3,1986,19431149
3,4,1068,1,2,1982,9118701
3,1,1958,1,3,2016,23276641
1,2,3587,1,5,1985,25568072
6,3,879,0,4,1980,5750439
2,3,1250,1,5,2013,8654490
6,1,2723,0,4,1992,15429731
1,2,2284,0,4,1980,9756997
6,4,2551,1,5,1983,17305001
2,5,1314,1,2,2021,15449365
5,1,4973,1,1,2002,54228574
5,3,4547,1,3,2021,26699276
3,1,1777,0,1,2009,7590783
2,2,2818,1,2,2023,16850753
3,5,3241,0,3,2002,24226383
3,3,4478,0,3,2023,33431988
5,5,594,1,5,2022,8585495
3,3,4644,1,2,2023,64532712
4,4,794,0,2,2018,7817525
1,2,4506,1,4,2001,32861883
1,2,4599,1,4,1983,28047750
4,3,4782,1,2,2004,36918939
2,2,2913,1,1,2013,14622797
6,2,3977,0,3,2022,26501069
5,3,420,0,4,1987,1888323
2,3,695,1,4,1988,4301235
3,3,3200,0,3,2018,28774616
5,4,4505,0,5,2008,57446711
3,2,1727,0,3,2003,8632787
3,4,1175,1,3,2020,10196111
3,3,3101,0,5,2008,35899671
6,4,2016,1,5,1983,20559255
3,2,4464,1,3,1982,38025236
3,2,3189,1,3,1994,11665827
2,3,743,0,5,1991,4176098
1,1,1734,0,2,1987,15107830
5,2,4115,1,4,2024,56877507
3,1,2761,0,4,2001,28886010
2,3,1534,0,5,2020,15671205
1,4,3692,0,5,1986,31420026
5,1,2984,0,2,2001,34274007
5,2,727,0,4,2010,7584643
5,4,4587,1,5,2005,23716922
1,1,1877,0,5,1987,9875371
6,5,1089,1,1,1982,8196043
1,5,4321,1,2,1997,34972897
2,2,4175,0,2,2020,17475829
4,1,764,0,4,1981,4596733
6,2,2325,0,5,2012,18618352
4,4,982,0,4,2019,12106216
6,2,3203,0,5,2019,47409444
4,3,3408,1,4,1982,36487612
1,3,3114,0,1,2008,22676402
1,5,4548,1,3,2021,31400158
4,1,1967,0,3,1993,12280489
6,2,3192,0,4,2023,21009776
3,1,2475,0,4,1994,23518324
4,1,3314,0,1,1996,21446810
5,1,3973,1,3,1984,23058465
5,5,1433,0,5,2011,10766794
5,4,2977,0,4,1982,12729801
3,5,3849,0,1,1984,26925087
5,4,869,0,3,2006,5675532
4,3,2972,0,5,1985,19746285
3,2,2396,0,4,2003,22650089
6,3,4291,0,4,2001,25426268
6,1,1055,0,4,1980,9487857
2,4,3356,0,1,2010,33733781
1,4,1734,0,4,2002,6356509
6,4,4595,0,5,2011,42994923
1,4,4263,1,2,2019,39357805
6,2,2022,0,4,2010,15286555
3,1,2650,1,4,2024,14196028
4,3,921,0,1,2004,4541616
2,4,4555,0,4,1981,29927237
3,2,4388,1,1,2011,28107032
5,2,1868,1,3,2013,9617392
5,4,2989,0,1,1986,25561394
5,3,4907,0,2,1984,47654247
3,2,1077,1,4,2013,4892623
4,2,511,0,1,2010,6117800
5,2,3552,1,3,2006,42219494
5,3,3421,1,1,2011,21000885
2,3,2527,0,3,1989,26294578
5,4,4489,0,3,1984,41315100
5,5,557,1,2,2017,8301485
5,1,4207,1,2,2021,24963108
2,3,4124,1,1,2002,20603713
4,4,1956,0,2,2023,24313211
5,5,1783,1,3,2007,16705783
3,4,4035,1,5,1981,40310029
2,5,1412,0,3,1988,6262407
3,4,2309,1,3,2018,14343033
2,2,3146,1,3,1991,26261996
1,4,4188,0,4,1993,39828588
5,2,3364,1,4,2002,26214169
3,4,2205,1,1,2007,27896836
1,2,4884,1,5,1990,32452122
2,2,3361,1,2,2016,27549235
1,1,1182,0,5,2021,10465206
3,1,511,0,2,2010,2149459
2,4,4566,1,1,2000,26062752
6,5,4287,0,5,2001,25593115
1,2,1750,0,4,2012,10428680
5,3,4029,1,3,1985,32902563
4,3,3306,0,5,2011,34310771
6,4,2301,0,1,1986,16154695
5,5,4404,0,5,1999,19296842
1,3,1987,1,2,2018,13253365
6,3,1258,1,4,1982,13623767
4,3,1063,1,4,1993,7549361
3,4,3584,1,5,1991,34223637
6,5,1835,0,3,2001,25629387
2,4,937,0,2,2002,9657207
2,1,4767,1,4,2016,29936862
5,1,2467,0,2,1990,21866482
3,3,4541,0,5,1985,35217905
6,1,3008,0,3,1983,19156631
6,3,2405,1,3,1997,27320429
4,1,4725,1,4,2008,34089029
5,2,2234,1,4,2007,28639961
1,5,2021,1,2,2007,17567956
3,1,1406,1,3,1981,10073366
6,1,4410,1,1,2023,39460278
3,4,3294,0,1,2015,22785205
5,3,3405,1,5,1995,29030005
2,2,2193,0,3,2020,20311043
3,5,3783,1,1,2023,55802635
4,5,4568,0,4,1993,46429520
1,5,4830,0,4,2001,34812322
2,2,4093,1,4,2002,40719489
3,5,3735,0,2,2017,49499825
2,3,3914,1,1,2006,18868463
3,5,471,1,5,2007,5962838
6,3,1799,0,2,1985,11380716
4,5,4464,0,1,1989,43559772
4,2,699,1,4,1983,4628442
6,4,4482,0,2,1981,49380043
1,4,4162,0,5,1985,21027433
3,1,3592,1,5,1993,36183212
5,4,3688,1,5,1994,41995617
2,5,4395,1,4,2010,25477837
5,4,2955,0,2,2019,15063547
4,1,2961,0,5,2020,16094147
4,2,4964,1,4,2001,39766423
4,4,3850,1,4,2005,46564912
4,5,4633,1,2,1990,53427601
4,1,3337,0,5,2019,20585383
6,1,3848,1,4,1999,48747879
2,4,1220,0,1,2012,15406678
4,3,1991,1,4,2005,13154824
4,4,691,1,3,1994,7927933
3,1,1481,1,3,2014,11445638
2,2,2161,1,4,2015,18114850
2,5,3861,1,1,1982,28058364
3,3,4450,1,2,1993,30942474
5,1,4819,1,3,1994,24585364
5,4,2122,0,5,1993,12735154
3,1,3465,0,5,2000,20569283
5,2,3716,0,3,1986,13524547
6,3,4857,0,4,1997,39006487
4,3,676,1,5,2020,9978070
3,3,2225,1,3,1982,12416492
1,5,2616,0,2,2011,29379306
4,2,2080,1,1,1998,8142561
1,3,3834,1,1,1997,34403690
1,2,1296,0,1,2005,13297775
4,3,4690,1,2,2009,35629390
5,4,2243,1,1,1982,15591322
3,5,2214,0,4,2003,19280994
6,5,2094,0,2,1999,16741206
4,3,709,1,4,2005,7883307
2,5,3527,1,1,2016,18640944
3,2,4949,1,3,1981,37041550
3,1,4175,0,1,2022,28190064
3,1,3485,1,5,2000,22722689
2,5,3318,1,4,2010,19288788
2,1,2626,0,1,2017,30183787
6,4,1054,1,2,1991,10777047
2,5,4776,0,4,2014,56734804
6,4,4258,1,3,2012,33021298
6,4,2676,1,2,2020,36514822
3,2,1366,1,4,1983,10398508
1,4,3730,0,3,2019,47839550
6,2,2679,1,4,1988,20862724
2,4,4035,0,3,1987,21146985
1,5,2517,0,1,2018,23909799
6,2,4371,0,4,2016,32647025
4,2,1800,1,3,1996,20237738
5,2,1638,0,1,2015,21920625
4,1,745,0,1,1992,5074233
4,4,4448,1,4,2015,35245275
4,3,3730,0,5,2005,45005693
2,1,3822,0,2,1986,12235934
5,3,3829,0,5,1997,24479369
3,5,4112,1,4,2007,36191762
6,4,4156,0,2,2018,47683953
2,1,3452,0,3,1994,12729900
2,1,3813,1,2,1986,12572726
2,5,3989,1,4,2008,26930239
3,3,4352,0,3,1989,41987367
5,5,4034,1,3,1991,44958442
6,3,3598,0,5,2021,51316809
1,5,4745,0,2,1981,40389527
1,4,3325,1,3,1989,27974494
1,3,766,1,4,2004,8490261
2,4,4594,0,4,1996,44918820
2,4,1392,1,3,2010,6085060
2,4,2129,1,1,1993,22457336
2,1,4376,1,2,2000,24596286
6,3,3864,1,2,1988,21030522
1,5,2469,1,3,2006,15250547
6,5,3020,0,4,2015,20494483
2,2,2927,1,3,2001,23312868
5,5,2296,1,5,2000,11903730
1,2,4562,1,3,1994,37289775
4,2,3944,0,5,2003,16486193
6,3,1855,0,5,2022,12317485
1,4,1721,0,3,2014,10641050
6,4,2527,0,3,2004,28287821
4,4,3018,0,3,1988,11824685
1,4,4237,1,4,1997,20252993
4,4,909,1,3,2016,12383166
2,5,1151,1,4,1992,10617964
4,3,4345,0,5,1991,29195560
6,4,2428,1,5,1982,26726866
3,1,1350,1,4,1981,7136059
3,3,2512,1,4,2004,12304906
2,2,1457,1,3,2001,10989203
4,5,4243,1,3,1989,46484152
6,1,2749,0,3,1995,13231692
3,5,4130,0,3,2007,51391528
5,4,3389,1,5,2009,35074380
3,4,4207,0,1,2009,19856309
6,3,4229,0,2,2013,21079184
4,4,4489,0,2,1984,29400339
5,1,1607,0,3,1996,9870443
1,5,4362,1,5,2011,28837674
4,2,1459,1,4,2016,14938185
1,3,3416,1,2,2022,25450948
6,4,2037,0,4,1981,17750951
1,4,2587,1,3,1999,23908063
6,5,2651,0,5,2014,22370144
6,2,3294,0,1,2007,35321502
3,5,771,0,4,2008,9035422
2,5,4640,0,4,1987,25316192
6,4,3470,0,3,1991,29381561
1,4,3566,0,3,2021,47191430
5,4,1349,0,2,1980,7038669
4,5,3561,0,1,2019,19988159
6,2,4450,0,1,2022,46899343
1,5,970,0,4,2012,5348784
2,4,2973,0,1,1987,30604117
2,4,3675,1,4,1980,11831896
5,5,575,1,1,1996,3457695
2,3,4831,1,3,2023,30468939
5,3,1679,0,2,1985,6628868
5,4,2035,1,5,2015,30659492
6,4,1806,1,2,1993,23251001
5,5,4119,1,5,2022,42887292
1,1,3303,1,1,1992,14502155
2,3,3307,0,1,2020,28921037
5,1,1162,1,5,1981,8118970
5,2,3149,1,5,1983,17854116
5,1,854,0,2,2019,6747232
3,3,1922,0,1,2020,18695745
3,1,2059,1,4,1991,16680221
6,4,3025,0,2,1989,22823900
2,3,1623,0,4,2012,15602341
5,2,1418,0,2,1995,10619498
5,4,1226,1,1,1986,7919512
2,3,2170,1,3,2007,25799410
4,3,1352,0,3,1996,13133129
5,1,548,1,3,1986,4651724
2,1,1280,1,1,1985,8221548
4,4,3286,1,2,2003,14336435
4,2,1329,1,2,2020,16479095
6,4,2155,1,3,2014,23049198
2,5,3393,0,4,1995,14455038
5,4,2781,1,5,1988,17991912
3,2,598,0,1,2011,2496967
2,3,4426,1,2,1992,24044456
6,2,707,0,2,2021,8272779
3,4,1687,0,3,2019,13647557
2,3,3619,1,2,1985,34610869
5,2,4524,0,5,2022,35378955
1,5,2139,1,5,1995,21389369
2,1,2719,1,5,2002,16804453
2,4,581,1,2,2015,6252810
6,3,4065,1,1,1998,51683588
6,3,3858,1,4,1981,20565550
5,3,651,1,2,1998,6144278
1,3,1448,0,4,2015,12226523
1,5,3813,0,2,2022,50000571
5,2,602,0,1,1991,4773727
5,1,4838,1,2,1992,32867129
6,5,1192,1,2,1986,9435884
2,5,3379,1,4,2013,39099224
1,2,3919,0,4,1990,18668580
3,2,592,0,3,2006,4884914
5,5,1022,1,5,2022,15588632
2,4,3949,0,1,2017,33857291
5,1,987,0,1,2003,10661933
2,5,1254,1,1,2005,9266813
3,5,4153,1,3,1982,24620856
2,4,3674,0,1,2018,23465559
5,1,1822,0,5,1982,13197406
2,1,4952,0,5,1983,16079962
5,5,4591,1,3,2024,47843795
5,4,1479,0,3,1985,15637391
4,4,1240,0,3,1996,11496085
6,5,4580,0,3,2023,49466888
4,1,1017,1,5,1995,6686003
2,2,3051,1,1,2010,18590158
4,3,4977,0,1,1999,31325061
1,5,4169,1,5,2014,26131452
5,4,3684,1,4,1996,22656951
2,4,4138,0,1,2010,39824987
2,5,4563,0,5,2020,35241052
3,3,4923,0,3,2010,27023118
6,4,4688,1,3,2001,25170131
1,5,4033,0,1,2003,35908246
5,3,1793,0,3,2015,10486816
3,3,1278,0,5,1988,6439217
2,5,3239,0,2,1986,24661025
4,3,4775,1,5,1999,37328067
5,5,3831,0,3,2019,41950504
4,2,2362,1,2,2021,22512539
4,4,3945,0,3,2020,47005011
4,5,680,0,1,2012,9277882
2,5,2419,0,3,1984,9140578
2,5,1347,1,5,2009,8643994
6,1,2070,1,2,1995,11217092
6,5,3917,0,4,1995,33005332
2,2,2255,0,1,1998,23187192
2,3,4998,0,5,1983,34747457
6,5,1563,0,3,1999,21449843
6,3,701,0,4,1984,3299350
1,2,2945,1,4,2020,16187774
3,5,2399,0,1,1989,22232880
5,5,1117,1,3,2005,5808731
2,4,889,1,5,1982,5927070
5,1,3283,0,2,1987,25414354
1,3,3372,0,5,2022,30326505
6,5,1114,1,2,2019,17097947
1,1,686,0,5,1995,4114327
6,2,3775,0,5,1988,44598221
4,5,2761,0,1,1994,11293955
6,1,3790,1,4,1990,29936284
4,2,4924,1,1,1988,36589385
2,3,1165,0,3,2015,5276031
3,5,1788,0,3,2024,16180459
4,2,2101,0,2,2005,20293822
3,4,2030,0,1,2005,13736714
3,5,4869,0,1,2003,57255978
4,3,3340,1,5,2017,45111360
1,5,4792,1,3,2021,51615306
3,5,3990,1,3,2005,39298672
4,3,4301,1,2,2002,21341051
2,4,4449,1,1,2022,28557307
1,4,3164,1,3,2024,16309474
6,4,1036,1,1,2005,6055992
3,3,4557,0,2,2023,20304039
2,5,4681,1,3,2023,26731814
5,3,4497,0,2,2010,55733240
2,5,2265,1,1,2001,12126772
6,2,2786,1,2,2016,32563279
5,5,766,1,3,2002,8454166
4,3,1432,0,4,2006,12881233
3,5,1089,1,5,1981,7909634
2,1,1474,1,3,2014,6120743
5,1,2198,0,2,2000,10330475
5,3,3602,0,4,1998,17299953
2,4,3799,1,1,2005,42846449
6,1,897,0,2,1996,9412380
6,5,573,1,4,1981,5691469
3,2,4167,1,5,2005,32757213
5,2,854,1,3,1988,9327043
4,4,3801,0,5,2019,38102234
3,5,3578,0,5,1985,19334503
2,3,4702,1,1,1993,40264110
1,5,3882,0,5,2022,29180575
3,3,3591,1,4,1981,29837501
5,1,3998,0,4,2007,44312327
3,1,4310,0,3,1986,17117268
6,2,1291,1,5,2019,8599502
2,3,405,1,5,2016,4090517
5,4,3722,1,3,2021,22628661
4,1,1692,1,3,2001,9125983
3,4,513,1,1,1981,5110315
2,2,1014,0,2,2009,4478962
6,4,2798,1,2,1997,32839934
2,5,1598,0,3,2013,18221429
6,5,4264,0,3,1986,22809485
5,4,3433,1,2,1996,20853526
4,5,1735,0,5,2018,13405325
3,4,3470,1,3,2011,18516222
2,4,2329,1,4,2004,22973560
4,5,2677,1,5,1988,29277320
4,2,2984,0,2,1995,28626267
5,1,3097,0,5,1994,32841936
2,1,3850,1,3,1990,20719182
5,1,3961,0,1,1982,28956326
1,3,2485,0,5,2015,29710504
1,4,1165,0,3,2011,6925156
1,1,1030,1,3,2012,8046594
1,3,2183,1,3,2022,14099972
5,2,3476,1,3,1983,20923127
2,4,1665,0,5,2008,12975299
6,1,3586,0,5,2023,54795614
3,5,4339,0,1,1999,40042908
5,3,4715,1,5,2021,71438039
3,5,2574,0,4,1987,26286390
1,4,1832,1,1,1986,6123450
1,3,4527,0,3,1989,44593451
6,3,3772,0,5,2006,23605848
6,2,2223,1,5,2000,29951223
5,4,2891,1,1,2005,33951828
3,3,3979,0,4,1983,33569351
3,1,2818,1,4,1995,21676257
3,3,1370,1,4,2016,11206879
2,4,2899,0,1,2001,30199161
1,2,4642,1,2,2020,34056945
6,1,2597,1,2,1986,17526784
5,3,4733,1,1,2024,65749808
1,2,2675,1,3,2004,28463834
3,2,1455,0,1,2003,7345887
2,4,1145,0,4,1988,10265950
4,4,2917,1,2,2016,39266397
5,4,1619,0,5,2002,11457581
1,3,1624,0,2,1981,5376419
6,5,1206,1,2,2004,12507255
4,4,2136,1,3,1993,11985556
4,1,4907,0,4,1986,48550250
1,5,2483,0,1,2003,13257442
3,1,1908,0,2,1991,19119399
5,3,1386,1,4,1985,9509419
4,5,920,0,5,2007,9088539
1,2,1377,0,1,2007,14076136
4,2,1748,0,3,1980,10954014
2,2,3800,0,5,2000,18476023
1,1,2497,0,4,2017,18318005
1,5,2341,1,5,1988,17048110
1,2,4478,0,5,2006,44367807
5,4,1225,0,1,1989,7611136
4,4,3674,0,5,2004,29686910
5,5,4199,0,5,1995,22830636
2,1,4618,1,1,2019,41802902
5,5,1968,0,3,1995,12113124
5,2,3517,1,4,1997,23479526
2,2,3943,1,4,2013,44871465
5,3,3523,1,4,1992,25678903
5,3,2048,0,3,2017,28116140
5,1,842,1,3,2013,11721433
2,1,1223,1,3,2004,10815545
5,2,3228,0,3,2023,37919215
6,3,1947,0,1,2018,15688238
5,1,4708,0,4,2016,34560928
3,5,2872,0,1,2009,32936193
6,4,3199,0,2,1999,41756745
5,1,408,0,5,1990,4733173
5,3,3243,0,5,2012,18979641
3,4,3060,1,1,2005,27450786
2,1,3070,0,3,1981,15237398
1,2,3843,0,3,1999,19095915
6,1,3725,0,3,2003,36720461
1,4,2624,0,2,1995,26059629
3,1,3254,1,5,2023,33649789
5,4,2041,0,1,1996,14521326
4,3,680,0,4,2012,5408377
1,1,2000,0,1,2005,21364116
2,4,4264,1,3,2002,25833729
